Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
0.31063364894391843,0.5607985480943739,1,0.5133689736435288,0.4360465116279061,0.29877582249426166,0.4010526315789473,0.33001658374792703,0.39826839826839827,0.3632075471698113,0.3020833342392785,0.326271186440678,0.16842105263157903,0.38677210639827464,0.3284361736859288,0.29014598540145986,0.8636363636363634,0.45938375350140054,0.39598462195642886,0.35257364116842327,0.33001658374792703,0.4939815943626297,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0
0.45689372612178736,0.5607985480943739,2,0.42074628380818996,0.31540697674418605,0.29877582249426166,0.4010526315789473,0.33001658374792703,0.25870646766169153,0.3632075471698113,0.3020833342392785,0.2706611570247934,0.06842105263157894,0.28152492668621704,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.39598462195642886,0.24365493809446415,0.33001658374792703,0.5972540485538674,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957
0.4736842105233143,0.5607985480943739,1,0.22641518843980415,0.31540697674418605,0.7131711999699543,0.4010526315789473,0.33001658374792703,0.39826839826839827,0.3632075471698113,0.3170080142475512,0.3404255313276199,0.32947368421052636,0.38677210639827464,0.3284361736859288,0.29014598540145986,0.8636363636363634,0.45938375350140054,0.39598462195642886,0.5683480760004245,0.33001658374792703,0.5499410172375265,0.13333333333333333,0.0,0.0,0.2608695652173913,0.24242424242424243,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957
0.31063364894391843,0.2071846282372598,4,0.16393442622950818,0.31540697674418605,0.29877582249426166,0.34736842105263155,0.33001658374792703,0.2921646746347942,0.3632075471698113,0.28987993138936535,0.27756653992538755,0.2410526315789474,0.28152492668621704,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.1205298013245033,0.07858901350344993,0.33001658374792703,0.5972540485538674,0.2,0.5972540485538674,0.8636605899843458,0.34782608695652173,0.2727272727272727,0.6941349408853287,0.728853046594982,0.5581395348837211,0.28888888888888886,0.7727873183619551
0.31063364894391843,0.17393641084902695,1,0.16393442622950818,0.31540697674418605,0.29877582249426166,0.4010526315789473,0.33001658374792703,0.39826839826839827,0.3632075471698113,0.3170080142475512,0.326271186440678,0.0,0.28152492668621704,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.39598462195642886,0.11483146406124867,0.33001658374792703,0.5972540485538674,0.15555555555555556,0.5499410172375265,0.9069430637654636,0.34782608695652173,0.2727272727272727,0.6495611340250712,0.7661290322580645,0.5581395348837211,0.28888888888888886,0.7727873183619551
0.31063364894391843,0.31715210355987056,1,0.2750000000150105,0.31540697674418605,0.29877582249426166,0.27368421052631575,0.33001658374792703,0.39826839826839827,0.2718168812589413,0.3170080142475512,0.3404255313276199,0.19684210526315793,0.38677210639827464,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.39598462195642886,0.040386582509515545,0.33001658374792703,0.5499410172375265,0.17777777777777778,0.4939815943626297,0.8765990442879215,0.2608695652173913,0.30303030303030304,0.5981044610223193,0.7016129032258065,0.9186046511627907,0.7999999999999999,0.0
0.31063364894391843,0.3755656107725315,1,0.5133689736435288,0.4360465116279061,0.29877582249426166,0.4842105263157894,0.33001658374792703,0.39826839826839827,0.3632075471698113,0.3170080142475512,0.326271186440678,0.388421052631579,0.38677210639827464,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.39598462195642886,0.14930527156417694,0.33001658374792703,0.7067273158743392,0.4444444444444445,0.5499410172375265,0.8449942222209741,0.43478260869565216,0.5151515151515151,0.537244151627986,0.7,0.2093023255813954,0.0,0.12417437252311753
0.31063364894391843,0.268116397517918,1,0.2647058823747823,0.31540697674418605,0.3006994286576718,0.368421052631579,0.33001658374792703,0.3247588424437308,0.3232963549920761,0.35242290746481947,0.326271186440678,0.368421052631579,0.28152492668621704,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.2597530864197531,0.39598462195642886,0.14930527156417694,0.33001658374792703,0.5499410172375265,0.2888888888888889,0.33719550034342527,0.8524348507585172,0.2608695652173913,0.3939393939393939,0.537244151627986,0.696236559139785,0.5581395348837211,0.28888888888888886,0.7727873183619551
0.31063364894391843,0.2071846282372598,1,0.2647058823747823,0.31540697674418605,0.29877582249426166,0.49473684210526314,0.33001658374792703,0.2921646746347942,0.3232963549920761,0.3170080142475512,0.326271186440678,0.3442105263157895,0.28152492668621704,0.3284361736859288,0.29014598540145986,0.2553269654665687,0.45938375350140054,0.39598462195642886,0.07858901350344993,0.33001658374792703,0.4939815943626297,0.2,0.4939815943626297,0.8765990442879215,0.21739130434782608,0.24242424242424243,0.4627571836029247,0.6774193548387096,0.5930232558139535,1.0,0.3117569352708058
0.31063364894391843,0.597816331570744,1,0.5908767494718917,0.31540697674418605,0.6041684059491818,0.26315789473684204,0.33001658374792703,0.2821270310192024,0.2718168812589413,0.3799697902151081,0.38364633449884594,0.26315789473684204,0.38677210639827464,0.3284361736859288,0.29014598540145986,0.8636363636363634,0.45938375350140054,0.39598462195642886,0.6045905358552321,0.33001658374792703,0.4939815943626297,0.15555555555555556,3.0692610557164864e-06,0.8874116717610855,0.21739130434782608,0.15151515151515152,0.2313798435783551,0.7903225806451613,0.5930232558139535,1.0,0.3117569352708058
